nro_registro_interno,fecha_ingreso_denuncia,tema,subtema,referido_tipo,nacionalidad,provincia,localidad,genero,edad_aparente,embarazada,discapacidad,provincia_indec_id,barrio
2525556515,2021-10-08,Trata,Explotación laboral,Victima directa,Chile,,,Hombre,67,No,,,
3525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,,
3525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,22,No,,,
4525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,,
4525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,52,No,,,
4525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,18,No,,,
4525556515,2021-10-08,Trata,Explotación laboral,Victima directa,,,,Hombre,20,No,,,
4525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,62,No,,,
525556515,2021-10-08,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,,
5565556515,2021-10-10,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,57,No,,,
2594656515,2021-10-11,Trata,Venta de estupefacientes,Acusado,,,,,0,No,,,
2594656515,2021-10-11,Trata,Venta de estupefacientes,Acusado,,,,,0,No,,,
2594656515,2021-10-11,Trata,Venta de estupefacientes,Acusado,,,,,0,No,,,
505656515,2021-10-11,Trata,Privacion de libertad,Acusado,,,,Mujer,50,No,,,
5594656515,2021-10-11,Trata,Explotación laboral,Victima directa,,Buenos Aires,Tandil,Hombre,26,No,,6,
5594656515,2021-10-11,Trata,Explotación laboral,Acusado,,Buenos Aires,Tandil,Hombre,40,No,,6,
5594656515,2021-10-11,Trata,Explotación laboral,Acusado,,Buenos Aires,Tandil,Mujer,40,No,,6,
6575556515,2021-10-11,Trata,Traslado de personas,Victima indirecta - familiar,Argentina,,,Hombre,17,No,,,
6594656515,2021-10-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Buenos Aires,Glew,Mujer,40,No,,6,
6594656515,2021-10-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,40,No,,,
8484656515,2021-10-11,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,,
2505656515,2021-10-12,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,,0,No,,,
2515656515,2021-10-12,Trata,Persona desaparecida,Victima directa,,,,Mujer,15,No,,,
4505656515,2021-10-12,Trata,Privación de la libertad,Victima directa,Argentina,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,0,No,,2,
4505656515,2021-10-12,Trata,Privación de la libertad,Acusado,,,,Mujer,0,No,,,
4505656515,2021-10-12,Trata,Privación de la libertad,Acusado,,,,Mujer,0,No,,,
4525656515,2021-10-13,Trata,Persona desaparecida,Victima directa,,Río Negro,El Bolsón,,0,No,,62,
4525656515,2021-10-13,Trata,Persona desaparecida,Victima indirecta - familiar,,,,,1,No,,,
6525656515,2021-10-13,Trata,Persona desaparecida,Victima directa,,Río Negro,El Bolsón,,0,No,,62,
2584756515,2021-10-15,Trata,911,Victima directa,,Corrientes,Corrientes,Mujer,40,No,,18,
3584756515,2021-10-15,Trata,Explotación laboral,Victima indirecta - familiar,,,,Mujer,35,No,,,
8475656515,2021-10-15,Trata,Explotación laboral,Victima directa,,,,,21,No,,,
1515756515,2021-10-16,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,,
1545756515,2021-10-17,Trata,Persona desaparecida,Victima directa,,,,Mujer,28,No,,,
1545756515,2021-10-17,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,1,No,,,
2584847515,2021-10-18,Trata,Persona desaparecida,Victima indirecta - familiar,Argentina,,,Hombre,83,No,,,
3555756515,2021-10-18,Trata,Explotación laboral,Victima directa,,,,Hombre,36,No,,,
3555756515,2021-10-18,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,,
1594847515,2021-10-19,Trata,Explotación laboral,Acusado,,,,Hombre,42,No,,,
1594847515,2021-10-19,Trata,Explotación laboral,Acusado,Bolivia,,,Mujer,0,No,,,
4525847515,2021-10-19,Trata,Explotación sexual,Victima directa,,,,,22,No,,,
4525847515,2021-10-19,Trata,Explotación sexual,Acusado,,,,Mujer,29,No,,,
5515847515,2021-10-19,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,23,No,,,
9415847515,2021-10-19,Trata,Posible captación,Victima directa,,Buenos Aires,,Mujer,0,No,,6,
545847515,2021-10-20,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,20,No,,,
9435847515,2021-10-20,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Mujer,40,No,,,
9435847515,2021-10-20,Trata,Persona desaparecida,Victima directa,,,,Hombre,15,No,,,
5565847515,2021-10-21,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,60,No,,,
7555847515,2021-10-21,Trata,Explotación laboral,Victima directa,Bolivia,,,Hombre,50,No,,,
7555847515,2021-10-21,Trata,Explotación laboral,Victima directa,,,,Mujer,45,No,,,
7555847515,2021-10-21,Trata,Explotación laboral,Acusado,Bolivia,,,Mujer,50,No,,,
3515947515,2021-10-22,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Mendoza,GUAYMALLEN,Mujer,40,No,,50,
3515947515,2021-10-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Mendoza,GUAYMALLEN,Mujer,13,No,,50,
3515947515,2021-10-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Mendoza,GUAYMALLEN,Hombre,12,No,,50,
3515947515,2021-10-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Mendoza,GUAYMALLEN,Hombre,9,No,,50,
3515947515,2021-10-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Mendoza,GUAYMALLEN,Hombre,7,No,,50,
3515947515,2021-10-22,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,Mendoza,GUAYMALLEN,Hombre,6,No,,50,
515947515,2021-10-22,Trata,Explotación laboral,Victima directa,Argentina,Río Negro,San Carlos de Bariloche,Hombre,70,No,Sí,62,
515947515,2021-10-22,Trata,Explotación laboral,Acusado,Argentina,Río Negro,San Carlos de Bariloche,Hombre,50,No,,62,
515947515,2021-10-22,Trata,Explotación laboral,Acusado,Argentina,Río Negro,San Carlos de Bariloche,Mujer,50,No,,62,
5505947515,2021-10-22,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,25,No,,,
584947515,2021-10-22,Trata,Explotación sexual,Victima indirecta - familiar,,,,,26,No,,,
584947515,2021-10-22,Trata,Explotación sexual,Victima directa,,,,Mujer,24,No,,,
584947515,2021-10-22,Trata,Explotación sexual,Acusado,,,,Hombre,40,No,,,
7515947515,2021-10-22,Trata,Explotación sexual,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,19,No,,2,
4525947515,2021-10-23,Trata,Explotación sexual,Acusado,,Buenos Aires,,Mujer,40,No,,6,
8425947515,2021-10-23,Trata,Persona desaparecida,Victima indirecta - familiar,,Buenos Aires,Villa Dominico,Hombre,58,No,,6,
8425947515,2021-10-23,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Villa Dominico,Mujer,54,No,,6,
9425947515,2021-10-23,Trata,Explotación sexual,Victima directa,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Mujer,19,No,,2,
9435947515,2021-10-23,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Villa Dominico,Mujer,54,No,,6,
1565947515,2021-10-25,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,,
1565947515,2021-10-25,Trata,Explotación sexual,Acusado,,,,Hombre,0,No,,,
1565947515,2021-10-25,Trata,Explotación sexual,Acusado,,,,Mujer,0,No,,,
4575947515,2021-10-25,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,Mendoza,GUAYMALLEN,Mujer,37,No,,50,
4575947515,2021-10-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,,Mendoza,GUAYMALLEN,Mujer,13,No,,50,
4575947515,2021-10-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,,Mendoza,GUAYMALLEN,Hombre,12,No,,50,
4575947515,2021-10-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,,Mendoza,GUAYMALLEN,Hombre,9,No,,50,
4575947515,2021-10-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,,,,Hombre,7,No,,,
4575947515,2021-10-25,Trata,"Explotación laboral niñas, niños y adolescentes",Victima indirecta - familiar,,,,Mujer,6,No,,,
515057515,2021-10-25,Trata,Oferta laboral engañosa,Victima indirecta - familiar,,,,Mujer,50,No,,,
515057515,2021-10-25,Trata,Oferta laboral engañosa,Victima directa,Argentina,,,Mujer,35,No,,,
515057515,2021-10-25,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,12,No,,,
6555947515,2021-10-25,Trata,Persona desaparecida,Victima directa,,Buenos Aires,Buenos Aires,Mujer,20,No,,6,
2525057515,2021-10-26,Trata,Explotación laboral,Victima indirecta - familiar,Argentina,Entre Ríos,Villa Zorraquín,Mujer,50,No,,30,
2525057515,2021-10-26,Trata,Explotación laboral,Victima directa,Argentina,Entre Ríos,Villa Zorraquín,Hombre,50,No,,30,
525057515,2021-10-26,Trata,Explotación sexual,Victima directa,,Córdoba,Córdoba,Mujer,30,No,,14,
525057515,2021-10-26,Trata,Explotación sexual,Victima directa,,Córdoba,Córdoba,Mujer,30,No,,14,
1555057515,2021-10-27,Trata,Persona desaparecida,Victima directa,,,,Mujer,28,No,,,
6555057515,2021-10-27,Trata,Venta de niños y otros delitos,Acusado,Argentina,,,Mujer,35,No,,,
584157515,2021-10-28,Trata,Explotación sexual,Acusado,Peru,Mendoza,,Mujer,37,No,,50,
6565057515,2021-10-28,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,,
1505157515,2021-10-29,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,30,No,,,
1505157515,2021-10-29,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,40,No,,,
1505157515,2021-10-29,Trata,Explotación laboral,Acusado,Argentina,,,Hombre,35,No,,,
1525157515,2021-10-30,Trata,Explotación laboral,Victima directa,,Río Negro,Valcheta,Hombre,30,No,,62,
1525157515,2021-10-30,Trata,Explotación laboral,Acusado,,Río Negro,CUATRO ESQUINAS,Hombre,50,No,,62,
2525157515,2021-10-30,Trata,Explotación sexual,Acusado,Peru,Mendoza,Guaymallén,Mujer,37,No,,50,
2525157515,2021-10-30,Trata,Explotación sexual,Victima directa,,Mendoza,Guaymallen,Mujer,13,No,,50,
2525157515,2021-10-30,Trata,Explotación sexual,Victima directa,,Mendoza,Guaymallén,Hombre,12,No,,50,
2525157515,2021-10-30,Trata,Explotación sexual,Victima directa,,Mendoza,Guaymallén,Hombre,9,No,,50,
2525157515,2021-10-30,Trata,Explotación sexual,Victima directa,,Mendoza,Guaymallén,Hombre,7,No,,50,
2525157515,2021-10-30,Trata,Explotación sexual,Victima directa,,Mendoza,Guaymallén,Mujer,6,No,,50,
6525157515,2021-10-30,Trata,Explotación sexual,Acusado,,,,Hombre,30,No,,,
8455157515,2021-10-31,Trata,Persona desaparecida,Victima directa,Argentina,Entre Ríos,Villa Zorraquín,Hombre,0,No,,30,
1575157515,2021-11-01,Trata,Explotación laboral,Victima directa,,,,Hombre,40,No,,,
2575157515,2021-11-01,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,16,No,,,
2575157515,2021-11-01,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,15,No,,,
3505257515,2021-11-01,Trata,Traslado de personas,Victima directa,Argentina,,,Mujer,0,No,,,
4505257515,2021-11-01,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Peru,Mendoza,Guaymallén,Mujer,37,No,,50,
3515257515,2021-11-02,Trata,Explotación sexual,Acusado,Peru,Mendoza,guaymallen,Mujer,0,No,,50,
6525257515,2021-11-02,Trata,Persona desaparecida,Victima indirecta - familiar,Argentina,,,Mujer,35,No,,,
6525257515,2021-11-02,Trata,Persona desaparecida,Victima directa,Argentina,,,Mujer,36,No,,,
6525257515,2021-11-02,Trata,Persona desaparecida,Victima indirecta - familiar,,,,Mujer,2,No,,,
9435257515,2021-11-02,Trata,Explotación laboral,Victima directa,,,,Hombre,22,No,,,
1535257515,2021-11-03,Trata,Explotación laboral,Victima directa,,,,,13,No,,,
1535257515,2021-11-03,Trata,Explotación laboral,Victima directa,,,,Hombre,9,No,,,
1555257515,2021-11-03,Trata,Explotación sexual,Acusado,,Mendoza,GUAYMALLEN,Mujer,37,No,,50,
4555257515,2021-11-03,Trata,Explotación sexual,Acusado,,,,Mujer,50,No,,,
1575257515,2021-11-04,Trata,Persona desaparecida,Victima indirecta - familiar,Argentina,,,Mujer,40,No,,,
1575257515,2021-11-04,Trata,Persona desaparecida,Victima directa,Argentina,Santa Fe,San Lorenzo,Mujer,48,No,,82,
4575257515,2021-11-04,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,28,No,,,
4575257515,2021-11-04,Trata,Explotación sexual,Acusado,Argentina,,,Hombre,29,No,,,
505357515,2021-11-05,Trata,Explotación laboral,Victima indirecta - familiar,,,,,0,No,,,
505357515,2021-11-05,Trata,Explotación laboral,Victima directa,,,,,60,No,,,
505357515,2021-11-05,Trata,Explotación laboral,Acusado,,,,,40,No,,,
6505357515,2021-11-05,Trata,Posible captación,Victima directa,Argentina,,,Mujer,25,No,,,
7515357515,2021-11-05,Trata,Explotación laboral,Acusado,Argentina,Santa Fe,Presidente Roca,Hombre,40,No,,82,
6535357515,2021-11-06,Trata,Explotación sexual,Acusado,Venezuela,,,Hombre,35,No,,,
6535357515,2021-11-06,Trata,Explotación sexual,Acusado,Uruguay,,,Hombre,35,No,,,
8435357515,2021-11-06,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,Mujer,19,No,,,
5575357515,2021-11-08,Trata,Explotación sexual,Victima directa,,,,,0,No,,,
7505457515,2021-11-08,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,33,No,,,
7505457515,2021-11-08,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,37,No,,,
7505457515,2021-11-08,Trata,Explotación sexual,Acusado,Argentina,,,Mujer,70,No,,,
9494457515,2021-11-08,Trata,Explotación sexual,Acusado,Argentina,Santa Fe,Funes,Hombre,45,No,,82,
545457515,2021-11-09,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,,
545457515,2021-11-09,Trata,Explotación laboral,Victima directa,Argentina,,,Mujer,38,No,,,
4565457515,2021-11-10,Trata,Ofrecimiento,Acusado,,,,Mujer,21,No,,,
5565457515,2021-11-10,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,Argentina,,,Mujer,14,No,,,
5565457515,2021-11-10,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,Chile,Buenos Aires,Monte Grande,Hombre,55,No,,6,
4584557515,2021-11-11,Trata,Oferta laboral engañosa,Acusado,Argentina,Buenos Aires,Mataderos,Hombre,47,No,,6,
584557515,2021-11-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,40,No,,,
9484557515,2021-11-11,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,40,No,,,
9494557515,2021-11-11,Trata,Oferta laboral engañosa,Acusado,Argentina,Santa Fe,ROSARIO,Hombre,60,No,,82,
4535557515,2021-11-12,Trata,Explotación sexual,Victima directa,,,,,40,No,,,
4535557515,2021-11-12,Trata,Explotación sexual,Acusado,,,,Hombre,50,No,,,
9435557515,2021-11-12,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,,12,No,,,
8455557515,2021-11-13,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Mujer,0,No,,,
8455557515,2021-11-13,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,,,,Transgénero,0,No,,,
3594657515,2021-11-14,Trata,Explotación sexual,Acusado,,Corrientes,Corrientes,Hombre,0,No,,18,
584657515,2021-11-14,Trata,Explotación laboral,Acusado,,Buenos Aires,Mar del Plata Mar del Plata,Hombre,50,No,,6,
584657515,2021-11-14,Trata,Explotación laboral,Acusado,,,,Hombre,40,No,,,
2525657515,2021-11-15,Trata,Explotación laboral,Victima directa,Argentina,,,Hombre,38,No,,,
2525657515,2021-11-15,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,,
2525657515,2021-11-15,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,,
515657515,2021-11-15,Trata,Posible captación,Victima directa,,,,Mujer,17,No,,,
7505657515,2021-11-15,Trata,Posible captación,Victima indirecta - familiar,,Córdoba,Córdoba,Mujer,39,No,,14,
7505657515,2021-11-15,Trata,Posible captación,Victima directa,,Córdoba,Córdoba,Mujer,15,No,,14,
7515657515,2021-11-15,Trata,Persona desaparecida,Victima directa,Argentina,Córdoba,,Mujer,20,No,Sí,14,
7515657515,2021-11-15,Trata,Persona desaparecida,Acusado,Argentina,Córdoba,,Mujer,19,No,,14,
9415657515,2021-11-15,Trata,Explotación sexual,Victima directa,Argentina,Buenos Aires,La Delfina Tres Isletas,Mujer,28,No,,6,
9415657515,2021-11-15,Trata,Explotación sexual,Acusado,,,,Mujer,40,No,,,
2535657515,2021-11-16,Trata,"Explotación laboral niñas, niños y adolescentes",Victima directa,Argentina,Buenos Aires,Ituzaingó,Mujer,23,No,,6,
2535657515,2021-11-16,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,,Mujer,45,No,,6,
2535657515,2021-11-16,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,,Mujer,40,No,,6,
2535657515,2021-11-16,Trata,"Explotación laboral niñas, niños y adolescentes",Acusado,Argentina,Buenos Aires,,Hombre,30,No,,6,
8445657515,2021-11-16,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,,11,No,,,
8445657515,2021-11-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,0,No,,,
8445657515,2021-11-16,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,0,No,,,
1555657515,2021-11-17,Trata,"Explotación sexual niñas, niños y adolescentes",Victima directa,,,,,20,No,,,
1555657515,2021-11-17,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,,0,No,,,
2555657515,2021-11-17,Trata,Explotación sexual,Victima indirecta - familiar,,,,Mujer,66,No,,,
2555657515,2021-11-17,Trata,Explotación sexual,Victima directa,,,,,19,No,,,
4565657515,2021-11-17,Trata,Persona desaparecida,Victima directa,,,,Mujer,14,No,,,
4565657515,2021-11-17,Trata,Persona desaparecida,Victima directa,,,,Mujer,15,No,,,
5545657515,2021-11-17,Trata,Persona desaparecida,Victima directa,,Misiones,Garupá,,0,No,,54,
5545657515,2021-11-17,Trata,Persona desaparecida,Victima indirecta - familiar,,,,,8,No,,,
5545657515,2021-11-17,Trata,Persona desaparecida,Victima indirecta - familiar,,,,,5,No,,,
575657515,2021-11-17,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,Córdoba,,Mujer,43,No,,14,
6555657515,2021-11-17,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,28,No,,,
9465657515,2021-11-17,Trata,Explotación sexual,Victima directa,Argentina,,,,40,No,,,
9465657515,2021-11-17,Trata,Explotación sexual,Acusado,Argentina,Chubut,Comodoro Rivadavia,Mujer,50,No,,26,
1584757515,2021-11-18,Trata,Posible captación,Victima directa,,,,Mujer,18,No,,,
1584757515,2021-11-18,Trata,Posible captación,Acusado,,,,Hombre,20,No,,,
1594757515,2021-11-18,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,33,No,,,
1594757515,2021-11-18,Trata,Explotación sexual,Victima indirecta - familiar,,Buenos Aires,Moreno,Mujer,60,No,,6,
2584757515,2021-11-18,Trata,Posible captación,Victima directa,,,,Mujer,18,No,,,
2584757515,2021-11-18,Trata,Posible captación,Acusado,,,,Hombre,20,No,,,
4575657515,2021-11-18,Trata,"Explotación sexual niñas, niños y adolescentes",Acusado,,,,Hombre,45,No,,,
4594757515,2021-11-18,Trata,Posible captación,Victima directa,Argentina,,,Mujer,20,No,,,
584757515,2021-11-18,Trata,Explotación sexual,Acusado,Argentina,Mendoza,Mendoza,Mujer,0,No,,50,
584757515,2021-11-18,Trata,Explotación sexual,Acusado,Argentina,Mendoza,Mendoza,Hombre,0,No,,50,
584757515,2021-11-18,Trata,Explotación sexual,Acusado,Colombia,,,Mujer,0,No,,,
6575657515,2021-11-18,Trata,Venta de niños y otros delitos,Victima directa,,,,,8,No,,,
6575657515,2021-11-18,Trata,Venta de niños y otros delitos,Victima directa,,,,,6,No,,,
6575657515,2021-11-18,Trata,Venta de niños y otros delitos,Acusado,,,,,0,No,,,
6575657515,2021-11-18,Trata,Venta de niños y otros delitos,Acusado,,,,,0,No,,,
6575657515,2021-11-18,Trata,Venta de niños y otros delitos,Acusado,,,,,0,No,,,
7575657515,2021-11-18,Trata,Explotación laboral,Victima directa,,,,Hombre,35,No,,,
7575657515,2021-11-18,Trata,Explotación laboral,Victima directa,,,,Hombre,45,No,,,
7575657515,2021-11-18,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,,
8484757515,2021-11-18,Trata,Posible captación,Victima indirecta - familiar,,,,Mujer,55,No,,,
8484757515,2021-11-18,Trata,Posible captación,Victima directa,,,,Mujer,18,No,,,
8484757515,2021-11-18,Trata,Posible captación,Acusado,,,,Hombre,20,No,,,
9494757515,2021-11-18,Trata,Posible captación,Victima directa,Argentina,,,Mujer,22,No,,,
1515757515,2021-11-19,Trata,Explotación laboral,Victima directa,,,,,21,No,,,
4525757515,2021-11-19,Trata,Explotación sexual,Acusado,,Mendoza,GUAYMALLEN,Mujer,25,No,,50,
3505848425,2021-11-22,Trata,Explotación laboral,Acusado,Argentina,Buenos Aires,Mataderos,Hombre,40,No,,6,
8405848425,2021-11-22,Trata,Posible captación,Acusado,,Buenos Aires,Buenos Aires,Hombre,30,No,,6,
1525848425,2021-11-23,Trata,Explotación sexual,Victima directa,,,,,0,No,,,
1535848425,2021-11-23,Trata,Oferta laboral engañosa,Victima directa,,,,,31,No,,,
525848425,2021-11-23,Trata,Explotación laboral,Victima directa,,,,,0,No,,,
525848425,2021-11-23,Trata,Explotación laboral,Acusado,,,,,0,No,,,
525848425,2021-11-23,Trata,Explotación laboral,Acusado,,,,,0,No,,,
5525848425,2021-11-23,Trata,Explotación sexual,Victima directa,,,,,21,No,,,
4555848425,2021-11-24,Trata,Oferta laboral engañosa,Victima directa,,,,,31,No,,,
5565848425,2021-11-24,Trata,Explotación laboral,Acusado,,,,Hombre,0,No,,,
5575848425,2021-11-25,Trata,Posible captación,Victima directa,,,,Mujer,19,No,,,
5575848425,2021-11-25,Trata,Posible captación,Acusado,,,,Hombre,45,No,,,
594948425,2021-11-25,Trata,Explotación sexual,Victima directa,,Santa Fe,Zavalla,Mujer,13,No,,82,
7575848425,2021-11-25,Trata,Posible captación,Victima indirecta - familiar,,,,,0,No,,,
7575848425,2021-11-25,Trata,Posible captación,Victima directa,,,,,18,No,,,
7575848425,2021-11-25,Trata,Posible captación,Acusado,,,,,0,No,,,
7575848425,2021-11-25,Trata,Posible captación,Acusado,,,,,17,No,,,
2505948425,2021-11-26,Trata,Persona desaparecida,Victima directa,,,,,15,No,,,
4505948425,2021-11-26,Trata,Explotación laboral,Acusado,Bolivia,Buenos Aires,San Miguel del Monte,Hombre,32,No,,6,
515948425,2021-11-26,Trata,Explotación sexual,Victima directa,,,,Mujer,45,No,,,
515948425,2021-11-26,Trata,Explotación sexual,Acusado,,,,Hombre,45,No,,,
5505948425,2021-11-26,Trata,Oferta laboral engañosa,Victima directa,,,,Mujer,36,No,,,
6505948425,2021-11-26,Trata,Persona desaparecida,Victima directa,,,,,15,No,,,
9415948425,2021-11-26,Trata,Persona desaparecida,Victima directa,,,,,15,No,,,
2535948425,2021-11-27,Trata,Grooming,Victima directa,,,,Mujer,15,No,,,
2535948425,2021-11-27,Trata,Grooming,Acusado,,,,Hombre,15,No,,,
3515948425,2021-11-27,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,,
5515948425,2021-11-27,Trata,Explotación sexual,Acusado,,,,Mujer,35,No,,,
6515948425,2021-11-27,Trata,Explotación sexual,Acusado,,Buenos Aires,Villa Ballester,Hombre,30,No,,6,
6515948425,2021-11-27,Trata,Explotación sexual,Acusado,,Buenos Aires,Villa Ballester,Hombre,30,No,,6,
4535948425,2021-11-28,Trata,Persona desaparecida,Victima directa,,,,Mujer,23,No,,,
5535948425,2021-11-28,Trata,Explotación sexual,Acusado,,Mendoza,GUAYMALLEN,Mujer,37,No,,50,
3584058425,2021-11-29,Trata,Explotación sexual,Acusado,,Buenos Aires,Arturo Seguí,Hombre,50,No,,6,
4584058425,2021-11-29,Trata,Persona desaparecida,Victima directa,,,,Mujer,30,No,,,
4594058425,2021-11-29,Trata,Explotación sexual,Acusado,Argentina,Buenos Aires,,Hombre,0,No,,6,
4594058425,2021-11-29,Trata,Explotación sexual,Victima directa,Argentina,,,Mujer,20,No,,,
5584058425,2021-11-29,Trata,Explotación laboral,Acusado,,,,Mujer,50,No,,,
5584058425,2021-11-29,Trata,Explotación laboral,Acusado,,,,,50,No,,,
9475948425,2021-11-29,Trata,Explotación sexual,Acusado,Argentina,Córdoba,Córdoba,Mujer,50,No,,14,
2505058425,2021-11-30,Trata,Explotación sexual,Acusado,Paraguay,Buenos Aires,San Fernando,Hombre,0,No,,6,
3505058425,2021-11-30,Trata,Persona desaparecida,Victima directa,,,,Mujer,30,No,,,
6594058425,2021-11-30,Trata,Explotación sexual,Victima directa,,Buenos Aires,SAN NICOLAS,Mujer,35,No,,6,
7505058425,2021-11-30,Trata,Explotación sexual,Victima directa,,,,,22,No,,,
7505058425,2021-11-30,Trata,Explotación sexual,Acusado,,,,,0,No,,,
2525058425,2021-12-01,Trata,Persona desaparecida,Victima directa,,,,Mujer,16,No,,,
3525058425,2021-12-01,Trata,Posible captación,Acusado,Ecuador,,,Mujer,25,No,,,
3525058425,2021-12-01,Trata,Posible captación,Victima directa,,,,,19,No,,,
4535058425,2021-12-01,Trata,Reducción a la servidumbre o situaciones análogas,Acusado,,,,,0,No,,,
535058425,2021-12-01,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,,
555058425,2021-12-02,Trata,Explotación laboral,Acusado,,,,Hombre,50,No,,,
5565058425,2021-12-02,Trata,Explotación laboral,Victima directa,,,,Hombre,60,No,,,
8455058425,2021-12-02,Trata,Explotación sexual,Victima directa,,,,,27,No,,,
8455058425,2021-12-02,Trata,Explotación sexual,Victima directa,,,,,3,No,,,
8455058425,2021-12-02,Trata,Explotación sexual,Acusado,,,,,0,No,,,
8455058425,2021-12-02,Trata,Explotación sexual,Acusado,,,,,0,No,,,
9455058425,2021-12-02,Trata,Posible captación,Victima indirecta - familiar,,,,Hombre,55,No,,,
9455058425,2021-12-02,Trata,Posible captación,Victima directa,Ecuador,,,Mujer,36,No,,,
9455058425,2021-12-02,Trata,Posible captación,Victima directa,,,,,19,No,,,
6575058425,2021-12-03,Trata,Explotación sexual,Acusado,,,,,0,No,,,
6575058425,2021-12-03,Trata,Explotación sexual,Acusado,,,,,0,No,,,
2594158425,2021-12-04,Trata,Posible captación,Acusado,,,,Mujer,40,No,,,
2594158425,2021-12-04,Trata,Posible captación,Victima directa,,,,Mujer,24,No,,,
3594158425,2021-12-04,Trata,Posible captación,Acusado,,,,Hombre,50,No,,,
